Job Title,Company,Location,Salary,Requirements,Date Posted,Remote,Link
Data Scientist,Razorpay,"Bengaluru, Karnataka",N/A,"Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the…",27 days ago, - ,https://in.indeed.com/rc/clk?jk=1fa511dc41883792&fccid=496606ba56c9757a&vjs=3
Data Scientist,GreenTree,"Bengaluru, Karnataka",N/A,"Should have hands on experience in ML/ Advanced Analytics.
Machine Learning - #Python, Statistical techniques - Regression, Classification,.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=31d51c43a0583155&fccid=a768348972d0422c&vjs=3
Artificial Intelligence Engineer,Balbhas Business Sysnomics Private Limited,"Bengaluru, Karnataka","₹5,00,939 - ₹24,79,999 a year","Lead the design and development of in house tools.
Also, expected to demonstrate new ideas through prototypes/Proof of Concepts.",4 days ago, - ,https://in.indeed.com/company/Balbhas-Business-Sysnomics-Private-Limited/jobs/Artificial-Intelligence-Engineer-cad82e457841e19f?fccid=6e4ad31d9eb75ef6&vjs=3
CIEL/SEL/15261: Data Scientist,CIEL HR Services,"Bengaluru, Karnataka",N/A,"Experience with building data controls.
Experience in building ETL processes, data pipelines using standard Python Anaconda libraries.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7069a75a28af02a0&fccid=2b1e42f645eeaf1e&vjs=3
ML Engineer,Course5,"Bengaluru, Karnataka",N/A,"If you meet our position requirements and can see yourself at Course5, we invite you to apply by e-mailing your resume and cover letter to careers@course5i.com.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=74e66f440d4fd099&fccid=fb3bb17dd428d73a&vjs=3
Senior Manager - Data Scientist Collections,Genpact,"Bengaluru, Karnataka",N/A,"Develop custom data models and algorithms to apply to data sets.
Assess the efficiency and accuracy of new data sources and data gathering techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=dfc2b3578905e5da&fccid=afe30394bfba1470&vjs=3
Software Engineer- Machine Learning,Intellexe Management Consultants,"Bengaluru, Karnataka",N/A,"Job Title: Software Engineer- Machine Learning.
Min 1 -3y of experience ONLY - Should have worked in Machine Learning Project - Should have strong exposure by…",2 days ago, - ,https://in.indeed.com/rc/clk?jk=4cd11c34492949f6&fccid=b3791426f2cd7430&vjs=3
Head of Data Science,Scienaptic Systems,"Bengaluru, Karnataka",N/A,"Designed by seasoned Chief Risk Officers, the Scienaptic platform enables sharper decisioning through AI/ML models powered by custom attributes from…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=067a03903ed68dc6&fccid=56256d1c1c084dcf&vjs=3
Manager - Data Science,Tredence,"Bengaluru, Karnataka",N/A,"Have mentored and guided junior data scientists in previous roles.
He or she will also train and mentor the data scientists in the team.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7c340fa441e86859&fccid=d09878b895240545&vjs=3
Data Scientist,HR Devi and Associates,"Bengaluru, Karnataka","₹8,00,000 - ₹11,00,000 a year","Key Skills Data scientist DATA ANALYTICS.
5.Strong data mining skills with the ability to interpret data for the purposes of drawing business inferences.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1483595784ee22ab&fccid=b34ea636f2b77053&vjs=3
Data Scientist,Novotree Minds Consulting Private Limited,"Bengaluru, Karnataka",N/A,Masters (or PhD degree-preferred) in Computer science/Statistics/Mathematics/Machine learning/Data science or other artificial intelligence related subjects.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f1ec624a40b406cd&fccid=f5017aee85e8b70a&vjs=3
Senior Data Scientist,"Zendrive, Inc.","Bengaluru, Karnataka",N/A,"Architect our data warehousing strategy.
Derive insights from data and answer difficult questions.
Can you analyse our large corpus of driving data - literally…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=eac7dd37b2da8bc3&fccid=0a14c3b408cdb42b&vjs=3
Manager - Data Scientist,RGF Professional Recruitment,"Bengaluru, Karnataka",N/A,"Review data and develop visual representations of data to support management decision making.
Develop incremental reporting requirements and maintain and manage…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f8a578ebb04f22a9&fccid=1d900c6e8e790b41&vjs=3
Data Scientist - Credit Risk,Scienaptic Systems,"Bengaluru, Karnataka",N/A,"The chosen candidate will be responsible for developing all aspects of data mining, predictive analytic, solution development to name a few.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ea93ac61c8a4d8ec&fccid=56256d1c1c084dcf&vjs=3
Computer Vision Engineer,KoiReader Technologies,"Bengaluru, Karnataka",N/A,"Good understanding of optimizing data processing pipelines.
The company was founded by an industry executive with experience at XPO Logistics, EY, PwC, Oracle,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4d450ab6eb43de31&fccid=a79c4683289ee1e1&vjs=3
Data science-phd,Novotree Minds Consulting Private Limited,"Bengaluru, Karnataka",N/A,"Looking for a cand who is having good experience into(Only for PHD Cand) other Graduates dont apply.
Machine learning, deep learning, Nlp, Models.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b32c22edc7440dce&fccid=f5017aee85e8b70a&vjs=3
Data Science Engineer,Aptiv,"Bengaluru, Karnataka",N/A,"CS/ data science engineering education background.
Design, development and maintenance of the automation tools that facilitates to evaluate the performance of…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=203ad7592aa9cdf3&fccid=8d390ab1843cb8bd&vjs=3
Senior Data Scientist,Infoblox,"Bengaluru, Karnataka",N/A,"Apply data mining and machine learning techniques for a variety of modeling problems involving DNS and networking data.
Experience with Amazon Web Services.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b6e1f5c4272f7f1a&fccid=d7bd935bd17bc575&vjs=3
Analytics Manager,Honeywell,"Bengaluru, Karnataka",N/A,"9-12 years of overall experiences as a data scientist spread across Analytics, Business Intelligence tools and technologies.
The future is what you make it.",6 days ago, - ,https://in.indeed.com/rc/clk?jk=90a703fefa7dc2db&fccid=50208b5bf45ee3b8&vjs=3
Head of Data Science- FinTech Startup,Michael Page,"Bangalore Urban, Karnataka",N/A,Assess the effectiveness and accuracy of new data sources and data gathering techniques and develop processes and tools to monitor and analyze model performance…,Today, - ,https://in.indeed.com/rc/clk?jk=eb0c6f83a5805a46&fccid=77087bd1709a8148&vjs=3
Data Science Engineer - Image Database,Mercedes-Benz Research and Development India Priva...,"Bengaluru, Karnataka",N/A,"Knowledge of data warehouse technologies and relevant data modeling best practices.
Develop and maintain expertise in advanced and/or emerging data management…",7 days ago, - ,https://in.indeed.com/rc/clk?jk=f14317d278af85bc&fccid=33fa1494c1a3ee87&vjs=3
Customer Analytics – Data Scientist,TATA Consultancy Services Ltd.,"Bengaluru, Karnataka",N/A,"Knowledge of Spark, Yarn, other big data technologies.
Ability to manipulate unstructured data to form insights about the business.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5f559dcaed15bd57&fccid=d9b9208177142548&vjs=3
Machine learning Engineer,Thoucentric,"Bengaluru, Karnataka",N/A,"Proven work experience in data-related products.
Database experience, including knowledge of SQL and NoSQL, and related data stores such as Postgres.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9b147e8a4b027743&fccid=deadcc7ca64ae08b&vjs=3
Data Science Manager,Honeywell,"Bengaluru, Karnataka",N/A,"Collaborating and influencing team resourcing including engineering, data engineering, customer engagement, and product managers to ensure successful execution.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a937904d2c3a8c60&fccid=50208b5bf45ee3b8&vjs=3
Data Science Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",N/A,"Assess the effectiveness and accuracy of data sources and data gathering techniques.
Identify valuable data sources based on domain knowledge and by working…",17 days ago, - ,https://in.indeed.com/rc/clk?jk=cd47368538b4a259&fccid=216eb700022de6f6&vjs=3
Senior Data Scientist,Tenzai,"Bengaluru, Karnataka",N/A,"Comfortable with exploring large data sets.
Bonus points for implementation of Big Data and/or Streaming data analytics.
Email your CV to contact@tenz.ai.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=48830c0bf3781d1e&fccid=76c14b7d669dd960&vjs=3
NLP / Machine Learning,Pinnacle Consultz,"Bengaluru, Karnataka",N/A,"Perform high quality data analysis to uncover trends and patterns in both text and data.
Contribute to building the internal knowledge base on best practices in…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3205d7b0545d82dd&fccid=1c4b2324b5cf0985&vjs=3
"NLP, PYTHON Developer",RecoSense Infosolutions,"Bengaluru, Karnataka",N/A,"We are a growing SaaS based data analytics startup at revenue stage with multiple customers.
We are looking for Python programmer who can be part of core…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1f66b433a222d83f&fccid=87c06171ce2a2f84&vjs=3
Machine Learning Engineer,EagleView,"Bengaluru, Karnataka",N/A,"Analyse and improve on current data and model development and deployment pipelines.
Work closely with the engineering team helping them continuously deploy…",29 days ago, - ,https://in.indeed.com/rc/clk?jk=c27055674b6e9d2e&fccid=3f11836ada2d0e87&vjs=3
Machine Learning Lead / Data Scientist,Morgan Stanley,"Bengaluru, Karnataka",N/A,"Expertise in handling large data volumes in distributed systems.
Candidate should be able to extract, explore, mine and experiment with data to answer critical…",28 days ago, - ,https://in.indeed.com/rc/clk?jk=e0ab6d564281e35f&fccid=0c39fb2c91742dcf&vjs=3
Sr. Data Analyst,Multirecruit,"Bengaluru, Karnataka","₹12,50,000 - ₹15,70,000 a year","5+ Years professional experience, preferably in a data analyst/data scientist role or similar, with proven results in a data analyst role.",30+ days ago,Temporarily remote,https://in.indeed.com/company/Multirecruit/jobs/Senior-Data-Analyst-fe472cc296304112?fccid=b94c64777ff63d5e&vjs=3
AI System Debug Engineer,Intel,"Bengaluru, Karnataka",N/A,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",17 days ago, - ,https://in.indeed.com/rc/clk?jk=04d60baa85ee584e&fccid=f1374be6a45f4b8a&vjs=3
Consultant - Data Science,Antuit,"Bengaluru, Karnataka",N/A,The data scientist will play a critical role in ensuring the products are configured to provide the best solution to the users.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8aa12242a692143b&fccid=96004c806c80b831&vjs=3
Manager - Data Science,KhataBook,"Bengaluru, Karnataka",N/A,"Experience with presenting complex data science processes/information to non-data scientists.
2+ years of experience in a responsible senior or team lead role…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1048f2ac6759d956&fccid=ebdc6302e06a6368&vjs=3
Data Science - Consultant,TheMathCompany,"Bengaluru, Karnataka",N/A,"A Consultant of TheMathCompany is the face of the organization in our client engagements.
As a Consultant, you will be responsible for a wide range of things …",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b2a243f294b2e8f3&fccid=cecc9e967857829d&vjs=3
Natural Language Processing (NLP) Application Developer,Accenture,"Bengaluru, Karnataka",N/A,"Technical Experience : 1 Knowledge of data structures, semantic extraction, modeling ,Scikit Learn Logistic Regression, Random Forest 2 Knowledge of text…",13 days ago, - ,https://in.indeed.com/rc/clk?jk=0aff8a4f004872b6&fccid=a4e4e2eaf26690c9&vjs=3
Data Science Engineering Manager,aisle 3,"Bengaluru, Karnataka",N/A,"Deploy and monitor data science solutions.
Strong CS fundamentals in data structures, problem-solving, algorithm design, and complexity analysis.",25 days ago, - ,https://in.indeed.com/rc/clk?jk=89a7514c971111d0&fccid=4dd1e0ce64d5c6bc&vjs=3
Applied Scientist/Data Scientist-Campus Hires only,Amazon Dev Center India - Hyd,"Bengaluru, Karnataka",N/A,"Strong communication and data presentation skills.
Use machine learning, data mining and statistical techniques to create new, scalable solutions for business…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b40c86bf76150f4d&fccid=fe2d21eef233e94a&vjs=3
Statistical Data Analyst,CIEL HR Services,"Bengaluru, Karnataka",N/A,"Ï‚· Familiarity with relational databases, query languages, data preparation, and data visualization.
Customers better understand their data and improve…",19 days ago, - ,https://in.indeed.com/rc/clk?jk=eaa7e75b12618eb0&fccid=2b1e42f645eeaf1e&vjs=3
Data science trainer,SocialPrachar.com,"Bengaluru, Karnataka",N/A,"Social Prachar Bangalore branch is looking for a Data Science Trainer.
\* Understanding of machine learning algorithms mainly in areas of regression,…",19 days ago, - ,https://in.indeed.com/company/SocialPrachar.com/jobs/Data-Science-Trainer-d56fef760d7b8ad9?fccid=614fc331aaae5784&vjs=3
Analyst - Data Science,Nuware Systems,"Bengaluru, Karnataka",N/A,"Data Scientist with Machine Learning, Python & R Programming Experience.
Good Attitude and Communication skills, SQL, Excel Macros.
Experience 3 to 6 Years.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d66fa3b4d40c8856&fccid=e40e96413d95fc06&vjs=3
Data Science Engineer - Image Database,Daimler,"Bengaluru, Karnataka",N/A,"Knowledge of data warehouse technologies and relevant data modeling best practices.
Develop and maintain expertise in advanced and/or emerging data management…",8 days ago, - ,https://in.indeed.com/rc/clk?jk=bffa2973b7a3e1d1&fccid=b25343f021fb51d7&vjs=3
Architect I - Data Science,Philips,"Bengaluru, Karnataka",N/A,"Excellent knowledge of various data science, AI algorithms.
Strong passion for empirical research and for answering hard questions with data.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5d3a7805a3cd09d4&fccid=e4af9ca5b6d3a604&vjs=3
Data Scientist - Python,Talent500,"Bengaluru, Karnataka",N/A,"Cleanse and scrub data prior to application.
Provide input on how to improve quality of data Problem Solving • Design experiments, test hypotheses and build…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=da52d22086dfd25f&fccid=ab12d312c1429d03&vjs=3
Data Scientist,Purplegrids,"Bengaluru, Karnataka",N/A,Purplegrids is a market leader in the development of advanced Conversational AI Platform that revolutionise customer experience.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3eecc06976db0398&fccid=2d6d79bea86a2762&vjs=3
Senior Data Scientist - Credit risk,Scienaptic Systems,"Bengaluru, Karnataka",N/A,"The chosen candidate will be responsible for developing all aspects of data mining, predictive analytic, solution development to name a few.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=44581ba50d62ff0d&fccid=56256d1c1c084dcf&vjs=3
Machine learning Specialsit,Novotree Minds Consulting Private Limited,"Bengaluru, Karnataka",N/A,"Experience in applying machine learning techniques, Natural Language Processing or Computer Vision using TensorFlow, Pytorch.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5e3323df1fe06ee9&fccid=f5017aee85e8b70a&vjs=3
Principal Data Scientist,Continues Intelligence Lab,"Bengaluru, Karnataka",N/A,Build complex data sets from multiple data sources and build learning systems and algorithms to analyze and filter continuous data flows and offline data…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=db261f9c5921f4ff&fccid=fb880c6ee0681323&vjs=3
Lead Data Scientis - Computer Vision,Zensar Technologies,"Bengaluru, Karnataka",N/A,"Experience in distributes data processing using Spark – especially Spark with MLlib.
Lead Data Scientis - Computer Vision - (0057278).",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=60c93e775ba17c99&fccid=e223a70f4b467dcd&vjs=3
Data Scientist / Data Analyst,Bloom Consulting Services,"Bengaluru, Karnataka",₹10 - ₹15 an hour,"Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=10deb22c077ee2e9&fccid=6742d0c4775028dd&vjs=3
Machine Learning Engineer,umlaut AG,"Bengaluru, Karnataka",N/A,Design and develop solutions using Machine Learning and other advanced AI technologies to solve a variety of problems.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=baf0a8b56b48e4c3&fccid=fb6df03175754b0e&vjs=3
Data Science Lead,D Cube Analytics,"Bengaluru, Karnataka",N/A,"Design, develop and deliver AI/machine learning enabled solutions for our industry specific data analytics platform.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b2200d0aeb122335&fccid=6c59e1c3e828f5a1&vjs=3
Software Developer ( Artificial Intelligence),Amordiscoveryskills,"Bengaluru, Karnataka","₹50,000 a month","We are seeking a highly motivated data scientists to join the data science team.
Work with business units and lead data scientists to implement real-world…",24 days ago,Remote,https://in.indeed.com/company/Amordiscoveryskills/jobs/Software-Developer-0b49868112958876?fccid=f68a1edca0f8f049&vjs=3
"Machine Learning Engineers (MLE-2, MLE-3)",Appnomic Systems Pvt. Ltd,"Bengaluru, Karnataka",N/A,"Understanding of data structures, data modeling and software architecture.
Products handle very high volumes of streaming data and perform complex learnings on…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a809e18309c4cc3b&fccid=23a7bf1e5a71300f&vjs=3
Data Scientist/Product Manager/Strategy 4-ProdDev,Oracle,"Bengaluru, Karnataka",N/A,"With OCI Data Science, teams of data scientists from major Fortune 100 companies can deliver results to production faster and with more confidence.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=232e0749833eb635&fccid=cd22d01053af7669&vjs=3
Sr. Data Science,TE Connectivity,"Bengaluru, Karnataka",N/A,"Good hands on experience in data visualization tools like ggplot, tableau, Power BI etc.
Primary focus will be in applying data mining techniques, doing…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=caa66f7eaeeea327&fccid=adb7c04d7caa1bd2&vjs=3
Applied Scientist II,ADCI - Karnataka,"Bengaluru, Karnataka",N/A,"Strong grasp of machine learning, data mining and data analytics techniques.
Mentor other scientists and engineers in the use of ML techniques.",4 days ago, - ,https://in.indeed.com/rc/clk?jk=bf591065e7d8cc5d&fccid=fe2d21eef233e94a&vjs=3
Machine Learning using PYTHON –,HighIQ Robotics,"Bengaluru, Karnataka",N/A,"Exceptional data management skills and the ability to perform complex modelling on dynamic data sets.
Works to design and develop analytical/ data mining/…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=042ea6fe28f05ccb&fccid=41f2154e4c9a54c5&vjs=3
"Lead, Data Science",Near,"Bengaluru, Karnataka",N/A,"Advanced data analytics include processing structured (payments, telecom, page clicks etc) and unstructured data in multiple formats (text, audio, video)…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ea2d9a730612c9fa&fccid=a089a346aa023259&vjs=3
Data Science Consultant,Hewlett Packard Enterprise,"Bengaluru, Karnataka",N/A,Ability to translate business requirements into mathematical models and data science objectives to achieve measurable business outcomes.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=126a74e09932824d&fccid=216eb700022de6f6&vjs=3
Data Scientist,WeRecruit Talent,"Bengaluru, Karnataka",N/A,"Strong knowledge of data mining, machine learning techniques and statistics.
Phd/MTech/MS or equivalent degree in Computer Science or Mathematics or Statistics.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6b21e75a6908570d&fccid=52c5e94c2bc592ae&vjs=3
ML Engineer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka",N/A,"Jobs- Full Time Excellent knowledge in different deep learning practices (CNN, RNN, LTSM, Reinforcement Learning, SSD, Inception, GoogleNet etc. ).",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e348293482b3feaa&fccid=f3037b492bfba40b&vjs=3
Machine Learning & NLP,TVS Next,"Bengaluru, Karnataka",N/A,"We help our clients re-imagine, design and develop software to make this world a better place.
Our missions are bold and hence we are on a constant lookout for…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1b838f471db59c4b&fccid=83a42c889f63ae2e&vjs=3
Lead Data Scientist,Honeywell,"Bengaluru, Karnataka",N/A,"Develop data modeling, mining, pattern analysis, data visualization and machine learning solutions to address customer needs.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=217a4f2627531dd5&fccid=50208b5bf45ee3b8&vjs=3
Deep Learning Engineer,Path Partner Technology,"Bengaluru, Karnataka",N/A,Path Partner Technology Pvt Ltd is looking for candidates with expertise in deep learning and machine learning algorithm development for data intensive computer…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e647e29932c82970&fccid=55fa787a5f98ba2b&vjs=3
"""Lead Data Scientist""",Leaders Hunt,"Bengaluru, Karnataka",N/A,"Data solution in the past).
Data infra knowledge to implement Big data solution on the go (should have implemented Big.
The help is production deployment.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=2eeb9fa358e49814&fccid=36dba20d07213390&vjs=3
Sr. Software Engineer – Data Science,Ivanti,"Bengaluru, Karnataka",N/A,"Comfortable with building and maintaining production data pipelines.
Ability to explore and analyze data, clearly communicate findings, create models trained on…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d34bbd2cd5ff410e&fccid=f8cf3f43eec9954b&vjs=3
Data Analytics Engineer,Autodesk,"Bengaluru, Karnataka",N/A,"The Data Engineer will support software developers, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=35b257fddb033523&fccid=7136762d065a5ad7&vjs=3
Analyst – Analytics Solutions,LitMass Analytics,"Bengaluru, Karnataka",N/A,"Proficient in understanding data structures, data management and manipulation techniques, designing and developing algorithms.
MBA from top business school.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b99121cd6a7c73df&fccid=140d55770bd29766&vjs=3
Deep Learning Software Engineer,Intel,"Bengaluru, Karnataka",N/A,"Software test specifications, Development of Test Cases, Experience in Developing and validating Device drivers, Experience of working on Complex SOC's SW Stack…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4abe3e78404b0042&fccid=f1374be6a45f4b8a&vjs=3
Machine Learning Engineer,Ignitarium Technology Solutions,"Bengaluru, Karnataka",N/A,"3 - 10 years’ experience developing software for Computer Vision, Machine/Deep learning.
Hands on with C, C++, Python, Linux, C#.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6f84291d0f7ef257&fccid=54a336baefc463d9&vjs=3
Senior Data Scientist- AI,Lymbyc Solutions,"Bengaluru, Karnataka",N/A,"We have created the world’s first data scientist, Leni, capable of understanding plain English queries from user, and autonomously being able to take decisions…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a0afb7ee9f037486&fccid=ebd85ace1e680b21&vjs=3
Cisco Data & Analytics : Data Analyst,Cisco Systems,"Bengaluru, Karnataka",N/A,"Working with multiple sophisticated data sets to accelerate operational and strategic data-driven decision-making.
Day to day that means:
Who You’ll Work With.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=43bb865481cd35f8&fccid=dfc44f3b8c44a6db&vjs=3
Senior Analyst-Marketing & Customer Analytics,Accenture,"Bengaluru, Karnataka",N/A,"You will deliver breakthrough business outcomes for clients-by harnessing talent, data and intelligence to revolutionize their operating models.",12 days ago, - ,https://in.indeed.com/rc/clk?jk=895021743366f193&fccid=a4e4e2eaf26690c9&vjs=3
Director - Data Science,Shield Square,"Bengaluru, Karnataka",N/A,"Experience in leading/mentoring data scientists.
Experience in working on billions of newly generated data points per month (many terabytes of data) using…",7 days ago, - ,https://in.indeed.com/rc/clk?jk=7a319898ba7b1b48&fccid=d63d1a0edb8f2a75&vjs=3
Senior Director Platforms Data Science (AI &ML),[24]7.ai,"Bengaluru, Karnataka",N/A,"Responsible for mentoring and managing a small group of data scientists who will support the platform.
Strong knowledge in AI real-time data prediction.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=343f0c7680f25c6e&fccid=8dd694db65727106&vjs=3
Business Analyst - Data Science,Genpact,"Bengaluru, Karnataka",N/A,"Acquire data from primary or secondary data sources and maintain databases/data system.
Develop and implement databases, data collection systems, data analytics…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=aa6b1e08a62d57f7&fccid=afe30394bfba1470&vjs=3
Cloud Data Scientist,SRS Business Solutions India Private Limited,"Bengaluru, Karnataka",N/A,"As a Data Engineer, you will be responsible for building the ETL data pipelines.
Professional Data Scientist looking to bring the hidden story out of your data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ae7b1b870dbd86da&fccid=c4bd311fad4bccfb&vjs=3
Director - Analytics,Flipkart,"Bengaluru, Karnataka",N/A,"Proficient in quantitative analysis, statistical/data science techniques.
Do you get excited about big data and their potential use cases in an eCommerce…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ee85e3ad3b3cc42b&fccid=c8e55b1b92c9854c&vjs=3
Manager – Analytics,Tredence,"Bengaluru, Karnataka",N/A,"A Master’s degree in business or a data related topic is preferred.
Must have an understanding of data technology e.g., R, SQL, Hive, Tableau etc.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=270bc05866939ea9&fccid=d09878b895240545&vjs=3
DATA SCIENTIST,Inference Labs,"Bengaluru, Karnataka",N/A,"Monitors and continuously improves the data sources, usability and data.
We are looking for experienced data scientists with strong advanced analysis and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a391585afb6caf91&fccid=07f7ca87ab21d34c&vjs=3
lead AI - Machine Learning,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹8,00,000 - ₹16,00,000 a year","Strong Computer Science fundamentals (algorithms, data structures) -.
Strong Working Python, C++, C expertise -.",10 days ago, - ,https://in.indeed.com/rc/clk?jk=8d6d0f24becceb52&fccid=3799fa8ac2d1edf2&vjs=3
Sr Machine Learning Engineer,Siemens Technology and Services Private Limited,"Bengaluru, Karnataka",N/A,"Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with its headquarter in Munich, Germany.",25 days ago, - ,https://in.indeed.com/rc/clk?jk=ec35e8627469a4d7&fccid=3b89b9ec324f96c8&vjs=3
Software Engineer (Machine Learning),Soroco,"Bengaluru, Karnataka",N/A,"Hands-on experience with data science, deep learning/ machine learning.
The senior leadership includes a former founder of a VC/hedge fund, a computer scientist…",3 days ago, - ,https://in.indeed.com/rc/clk?jk=e7cc4902c2b77c52&fccid=6ca88ff46e4be5b7&vjs=3
Cloud ML Engineers,EY,"Bengaluru, Karnataka",N/A,"Robust data modelling and data architecture skills.
To study and convert data science prototypes.
To explore and visualize data for better understanding and…",4 days ago, - ,https://in.indeed.com/rc/clk?jk=2042844153a70529&fccid=1544766d4c2915b0&vjs=3
CIEL/SEL/14363: Head of Data and Analytics,CIEL HR Services,"Bengaluru, Karnataka",N/A,"Establishing Data Governance: Cascades from data strategy into data governance to promote data access, quality, and analytical capability.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=61b904fea8e20bc4&fccid=2b1e42f645eeaf1e&vjs=3
Deep Learning SW Engineer,Intel,"Bengaluru, Karnataka",N/A,"Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a19f19f46afe4680&fccid=f1374be6a45f4b8a&vjs=3
Senior Associate - Geospatial Lab (Image Processing and Mach...,Indian Institute for Human Settlements,"Bengaluru, Karnataka",N/A,"Prior work experience with urban data and urban focused institutions would be an added advantage;
5 years of work experience, including at least 2 years working…",12 days ago, - ,https://in.indeed.com/rc/clk?jk=05a1afd463732b96&fccid=445194e5733fd982&vjs=3
Operations Analyst (Machine learning Data Management),Netradyne,"Bengaluru, Karnataka",N/A,"Your responsibilities touch on all aspects of data analysis and ML data management which include.
Familiarity with data visualization software (e.g., Tableau,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1af39df57b8bff95&fccid=aee18a3dfecde702&vjs=3
Manager-Analytics,MiQ Digital,"Bengaluru, Karnataka",N/A,"Inspire and lead a talented team of analysts and data scientists.
We are experts at ingesting large amounts of data, modelling data to convert into insights and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d5d1581095a6aec7&fccid=19393daddd5b324a&vjs=3
Spec Analytics Intmd Analyst,Citi,"Bengaluru, Karnataka",N/A,"Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…",Today, - ,https://in.indeed.com/rc/clk?jk=f2823201bf2665b0&fccid=5bcd1ef0a7f4fb99&vjs=3
